Tail	Head	Distribution	Parameters
564	18	lognorm	(0.8582341180010151, 0.10070459015229105, 3.512260147306826)
564	493	lognorm	(0.29862134483126945, 1.5155443457367253, 15.988371503112546)
564	563	lognorm	(0.35542356910254325, 0.8385840444256583, 12.9269639535737)
564	565	lognorm	(0.4006295486011152, 0.7202150064359399, 11.032056864087327)
565	19	lognorm	(0.8612184598365711, 0.03177345250730644, 3.452677603038049)
565	564	lognorm	(0.26570764014790993, -0.9992073031813308, 73.03024619760893)
565	568	lognorm	(0.466681908050973, -0.2646775835631673, 8.808183182476828)
565	569	lognorm	(0.8682651028482907, 0.05186168211881037, 3.559455119618326)
566	20	lognorm	(0.8114522907487447, -0.07400566407591294, 3.569550702546592)
566	500	lognorm	(0.24978068273040344, 3.7240664085811006, 23.049410583230866)
566	559	lognorm	(0.48006286593977093, 1.0958037919066772, 8.947562971938531)
566	567	lognorm	(0.44401354089782696, -1.0312531323049758, 9.337819141660132)
566	631	lognorm	(0.6123074280609639, -0.3061369549259037, 5.973408825006025)
567	21	lognorm	(0.86838381108134, 0.03273834432358901, 3.7231008585017937)
567	499	lognorm	(0.8123256273118133, 0.1574351988787286, 4.217252789928631)
567	562	lognorm	(0.19410384345480386, -1.0905780127381903, 35.4580250049015)
567	566	lognorm	(0.8621114654346151, 0.07535262968971992, 3.6366936190422314)
568	22	lognorm	(0.8098136294865804, -0.03950933867422791, 3.656637486447971)
568	533	lognorm	(0.36608873611090187, -0.49754574062710505, 11.557562472514718)
568	565	lognorm	(0.20734664687888396, -9.450461176640164, 60.01607760734932)
568	574	lognorm	(0.8373459235124816, 0.06289310267211637, 3.7799445565822953)
569	23	lognorm	(0.8445859678096296, 0.004875562886175426, 3.6834209181672626)
569	499	lognorm	(0.4271145963785468, 0.9483845050652124, 9.936542430183543)
569	532	lognorm	(0.6298031885728661, 0.5080198864689411, 5.948492547016315)
569	533	lognorm	(0.8654539159594739, 0.014225722578027782, 3.494849733938026)
569	565	lognorm	(0.2174388055676133, 2.2104777026100315, 21.795080123198016)
569	570	lognorm	(0.835816112972009, -0.05155504969741853, 3.6638989254748333)
569	572	lognorm	(0.212028581595972, -1.6760308952166239, 22.746878420511393)
569	573	lognorm	(0.7757944720279244, -0.1315055313041627, 3.867394058566722)
570	24	lognorm	(0.8027149167564211, -0.1201525248204204, 3.7823892379864863)
570	500	lognorm	(0.28810950416594383, 3.9808778958187823, 41.955596845314524)
570	569	lognorm	(0.8154360977282074, -0.002056604796855488, 3.5835862279289006)
570	571	lognorm	(0.8041784272180921, 0.0009873556619012908, 3.9871669055670313)
570	572	lognorm	(0.695417037364832, 0.23504777242829533, 5.001105014811881)
571	25	lognorm	(0.8680826888618723, 0.045242210509955964, 3.5364111332647337)
571	501	gamma	(16.201764211836903, 5.556317466837051, 1.372451887949929)
571	570	lognorm	(0.49261514587309374, -0.45304169728023447, 8.662222219582612)
571	572	lognorm	(0.4236631905111097, 1.1710808704313451, 10.683838491233022)
571	631	gamma	(10.449320060574735, 30.788463384537003, 7.32164383708927)
571	632	lognorm	(0.1530255536329984, -7.145731929181511, 54.704381318715704)
571	634	lognorm	(0.6811929498907147, -0.1237706600139537, 5.170523537675265)
571	637	lognorm	(0.4291403333566066, 0.5123230052665065, 10.07346529093285)
572	26	lognorm	(0.8092775655937909, 0.03902335263669081, 3.563767122171535)
572	569	gamma	(9.611086107410298, 34.64470521138084, 11.293358060198933)
572	570	lognorm	(0.21097195914622086, 1.3134491525810263, 22.681482365988977)
572	571	lognorm	(0.15855615444902896, -1.890880170942157, 33.182444513896925)
572	573	gamma	(9.429886658332308, 1.786665815774264, 1.5553682910257205)
572	576	lognorm	(0.6768809238822873, -0.11358228441870019, 4.784694766079975)
572	637	lognorm	(0.16467995850832717, -3.3525526501574108, 44.27006437763876)
573	27	lognorm	(0.8352123304305591, -0.00487254845266453, 3.4981882237067135)
573	528	lognorm	(0.4537773346757021, -0.0578898544522948, 9.119850712215289)
573	531	lognorm	(0.7147418910391252, 0.13813663232638862, 4.385714604523086)
573	569	lognorm	(0.18969324265712387, -1.5907063887877961, 47.99014054194696)
573	572	lognorm	(0.16812302275371438, -3.335916579440682, 35.6096750329385)
573	577	lognorm	(0.7880709855111092, -0.051117201569985726, 3.8327874230454704)
574	28	lognorm	(0.8199897312591935, 0.002192193251241979, 3.6279325407457037)
574	531	lognorm	(0.8060210200050577, 0.08801217873457544, 3.8213214766356938)
574	532	lognorm	(0.28485094006029155, -1.8810978093003072, 15.39360410207244)
574	568	lognorm	(0.36110040168076485, 0.8563309835736981, 12.914425050501258)
574	575	lognorm	(0.8348097902824763, 0.05400324197054712, 3.487287490627378)
575	29	lognorm	(0.8311236874650392, -0.004738453032617548, 3.541987803835195)
575	528	lognorm	(0.6346905680454619, 0.27265787599569447, 5.877545218612209)
575	530	lognorm	(0.49064521395785304, -0.2449322627976098, 8.517088424407067)
575	574	gamma	(12.601692093845603, 11.792582711464906, 1.8830939134897275)
575	580	lognorm	(0.7989205106501878, -0.08624070505843265, 3.9163339634219527)
575	581	lognorm	(0.81404094831371, -0.05892551138768271, 3.65803870897797)
576	30	lognorm	(0.8309475541522552, 0.03833450372217322, 3.5431117421983225)
576	572	lognorm	(0.2565791890247767, 0.11365187555509276, 18.285217358019437)
576	577	lognorm	(0.3525011583794382, 0.38295146607487784, 12.718443215341493)
576	578	gamma	(6.1331366789954265, 5.744105250868815, 1.9091664962862764)
576	637	lognorm	(0.4822696578730373, 0.01982729147743647, 8.783519211325801)
576	643	lognorm	(0.30030134354111415, 0.7424246689659943, 15.297730208572709)
577	31	lognorm	(0.8263862190740535, -0.05000440615894286, 3.5746014596925777)
577	530	gamma	(14.136134980400508, 8.535604444879315, 1.8305110538241718)
577	545	lognorm	(0.569667821287823, 0.13232194317772925, 6.875820080334362)
577	573	lognorm	(0.15659948933352408, -3.903879992032408, 35.81108089669186)
577	576	gamma	(15.75526213182929, 12.719278510190598, 2.141164591331762)
577	578	lognorm	(0.8115674831795386, 0.15917936882349806, 4.052467872377925)
578	32	lognorm	(0.844475795419477, -0.02684863447217431, 3.548479984314672)
578	507	lognorm	(0.853054710259485, 0.13598311506493568, 3.2910045736021365)
578	524	lognorm	(0.8186705927047941, 0.12244128657815351, 3.694535616099004)
578	576	gamma	(7.246336166220901, 41.720587975885586, 10.363300907748645)
578	577	lognorm	(0.4481404239142841, 0.3823790050401842, 9.7109810416194)
578	579	lognorm	(0.5330460535339456, 0.2116362555045131, 6.742913877885119)
578	580	lognorm	(0.5832294809826191, -0.24197606886078304, 6.5275028237722825)
578	643	lognorm	(0.6935123707777282, 0.35165198244402174, 5.081880081969928)
578	645	lognorm	(0.778728893476115, -0.07898183364177261, 3.911020727571997)
579	33	lognorm	(0.8625176003735022, 0.06617994771064561, 3.398688238447159)
579	578	lognorm	(0.17783947484262963, 4.138353416034762, 29.129817299956557)
579	580	lognorm	(0.7159299309365605, 0.08782519268741568, 4.709923509972059)
579	582	lognorm	(0.25220641959622825, 8.474066275604983, 58.34502847226872)
579	647	lognorm	(0.612649421179811, -0.2820462837252855, 5.809305676890393)
579	656	lognorm	(0.520313966069008, 0.3844493290421839, 8.115226105833939)
580	34	lognorm	(0.8252313046513142, -0.0430424359872277, 3.6917370261981697)
580	545	gamma	(6.390228213655658, 5.3706460597344226, 2.017700421895741)
580	575	lognorm	(0.2095232524765308, 3.635482098457628, 23.837478516626156)
580	578	lognorm	(0.5129772895493538, -0.3562336899356815, 7.410528703735608)
580	579	lognorm	(0.8632136066786248, 0.195650552438207, 3.5071216280579876)
580	581	lognorm	(0.8034253284118178, -0.07359852429451194, 3.657202228036203)
580	582	lognorm	(0.2994039166783856, -1.645650063684281, 15.037900819865946)
581	35	lognorm	(0.7980357512723293, -0.10263285048559453, 3.4905230719427482)
581	575	lognorm	(0.7010771053264043, -0.02655733486382368, 4.818603260114481)
581	580	lognorm	(0.8775172138033462, 0.007535118728902027, 3.550516238607579)
581	582	lognorm	(0.8396452594268763, 0.024270705961648768, 3.750201977851464)
582	36	lognorm	(0.8136402597807206, -0.02214794775930043, 3.5022310639626975)
582	541	lognorm	(0.8592686485564489, 0.0981474882776548, 3.7997988001853473)
582	579	lognorm	(0.1915036738280031, -0.5359019352276198, 41.24265701972523)
582	580	lognorm	(0.4439780330282269, 0.03477952517666421, 9.615269261817518)
582	581	lognorm	(0.6079775119633721, 0.05450226267374994, 6.383217743722499)
582	660	lognorm	(0.28443676369908366, 0.5678872377740972, 16.157925756233897)
583	37	lognorm	(0.8325174584888623, 0.04858039196515548, 3.3316592143617028)
583	540	lognorm	(0.8136663226161753, 0.05957845065592503, 3.7367642442595943)
584	38	lognorm	(0.8075060593752228, -0.004476155090065862, 3.4269189358016714)
584	394	gamma	(11.422998337224774, 17.472582836508927, 4.511012828803561)
584	395	lognorm	(0.658183751542136, 0.2320546380016672, 5.567367671842958)
584	586	lognorm	(0.5776387615357751, -0.12890893138248127, 6.320307388899868)
584	588	lognorm	(0.16468668591941327, -6.921519913625858, 54.63107900952375)
584	605	lognorm	(0.7761030054265259, 0.03752982518228368, 4.491619747244375)
584	710	lognorm	(0.1554481530516731, -5.353676999668558, 30.794561735032403)
584	712	lognorm	(0.7902401008197133, -0.13336586808984902, 3.7494824175814334)
584	768	lognorm	(0.8273031382489757, -0.05781107454670685, 3.517268049241453)
584	808	lognorm	(0.8679624933836152, 0.05770779727494148, 3.480366960181702)
585	39	lognorm	(0.8674117945350879, 0.1243235260887289, 3.3626436004104105)
585	401	gamma	(11.81008694248202, 7.895521897806889, 2.275576986848135)
585	586	lognorm	(0.7000386084972484, -0.09375988214406622, 4.614042678480645)
585	587	lognorm	(0.3485243307926833, 0.9718879408828622, 13.673449537120394)
585	771	lognorm	(0.4839772385833734, 0.20200459010473854, 9.242609415894501)
586	40	lognorm	(0.7620370830151522, -0.1417177047392521, 3.6164443804097877)
586	584	lognorm	(0.7780159611720572, 0.0043541700988750385, 3.79262122037594)
586	585	lognorm	(0.2045113307416116, 2.7367955980463687, 24.716167107491614)
586	588	lognorm	(0.6945422316148758, -0.05346904193902752, 5.072865926532724)
586	772	lognorm	(0.49908003901481857, -0.3026871279448684, 8.4364668627877)
587	41	lognorm	(0.8253812818690165, 0.08494753436184396, 3.366522550200423)
587	400	lognorm	(0.5094135002749867, 18.777449008554093, 221.2146520529766)
587	585	lognorm	(0.7682296183147377, -0.02209189373834338, 3.9545821589581402)
587	588	lognorm	(0.7824822308626544, -0.04511576701950037, 3.6081140376164527)
587	592	lognorm	(0.5523531449341432, 0.38894394620659206, 7.4958357016301935)
587	604	lognorm	(0.22777487126889456, 6.597355502445245, 25.287101098980944)
588	42	lognorm	(0.8160576035448562, -0.012516080540223809, 3.5488311843014797)
588	397	gamma	(8.812316397585167, 18.898416595009866, 7.623553144012584)
588	584	lognorm	(0.6695259719777686, -0.0481241868679117, 5.08376624094683)
588	586	lognorm	(0.8399806478279055, 0.09269437375067557, 3.4025929065696294)
588	587	lognorm	(0.7523353066546774, -0.1318769926415852, 4.018278815265168)
589	43	lognorm	(0.8593903764598223, 0.09235463289604205, 3.3473792341609485)
589	590	lognorm	(0.4353915297327804, -0.24959804037793493, 9.50940445106253)
589	591	lognorm	(0.2055141851267464, 0.8699041124734639, 33.59126065751575)
589	594	lognorm	(0.2662386667818279, 4.562453072453039, 102.23058376418834)
589	775	lognorm	(0.8001118389898727, 0.14937423841983827, 4.1154590567538785)
590	44	lognorm	(0.8060968764268663, 0.023987067813672602, 3.49730387116841)
590	401	lognorm	(0.22966068701214526, -2.3877604150768517, 21.284999301341017)
590	589	lognorm	(0.1928595638461432, -0.7758905357570126, 43.8624584922214)
590	592	lognorm	(0.5869493944315363, -0.006528309252683228, 6.552038040525233)
590	776	lognorm	(0.8642459722890039, 0.045570427298944574, 3.4532332607089415)
591	45	lognorm	(0.8104764509585286, -0.055072116964010445, 3.642447810033485)
591	441	lognorm	(0.19099015229000219, 0.4805002174896054, 27.221820561515592)
591	589	lognorm	(0.34503832871268914, -1.161336832977955, 13.223512529982589)
591	592	lognorm	(0.6090962342530107, 0.14269672854870447, 6.212269237999067)
591	608	lognorm	(0.2310968503710245, 0.9634489124945536, 20.099445936022875)
591	613	lognorm	(0.19595349865139244, -3.4652408876330947, 49.290242289544615)
592	46	lognorm	(0.8351239070647869, -0.013697354962887646, 3.6250483740421418)
592	587	lognorm	(0.7451765866565723, -0.048972095499111995, 4.238999050824743)
592	590	lognorm	(0.8252844823414134, -0.009713101500080255, 3.344231604546726)
592	591	lognorm	(0.1777116344220228, -1.3674084212179063, 27.567760532116313)
592	608	gamma	(9.676486354261227, 16.547311617652348, 3.1168437800527204)
592	609	lognorm	(0.19466321297596406, -0.21303226592161256, 23.701415054951948)
593	47	lognorm	(0.8049855261292231, -0.11546472894770118, 3.6287725902876735)
593	429	lognorm	(0.8561987263252545, 0.0945680953750869, 3.304183370225812)
593	431	lognorm	(0.8263789750407463, 0.025615712013769595, 3.6451181187503296)
593	594	lognorm	(0.7935970496535811, 0.11158446536887504, 3.8253165374035216)
593	595	lognorm	(0.3091644772038934, 0.39918022074445675, 15.135780921487411)
594	48	lognorm	(0.8257911647178964, -0.022311194566560992, 3.6303117575424713)
594	427	lognorm	(0.7489538849170059, -0.17205798242319154, 3.9918875770393445)
594	589	lognorm	(0.2577862917472341, 6.0661894557834986, 60.3763268382001)
594	593	lognorm	(0.702275691675355, -0.04871093548195175, 4.847462576218026)
594	596	lognorm	(0.12982205721505197, -10.695018189824998, 41.64439581194027)
595	49	lognorm	(0.8473022016166647, 0.00734718916060767, 3.6066069108606094)
595	432	lognorm	(0.699618154364626, -0.27431434178158565, 5.170310978290322)
595	593	lognorm	(0.5676694203013397, -0.05078839931423802, 6.640057425734078)
595	596	gamma	(15.401060379708182, 3.24457923920835, 1.2100275743073623)
595	612	lognorm	(0.7299588475913545, 0.4004924496783326, 5.017941621208177)
595	617	lognorm	(0.18658052202202846, -5.377947691743005, 52.57403671765222)
596	50	lognorm	(0.8228145032862444, -0.01966110561853148, 3.5412480318947486)
596	441	lognorm	(0.38533944636533435, -0.5730604346931605, 11.948059087642505)
596	594	lognorm	(0.22704000143357783, -1.6248335769734785, 21.47975288201765)
596	595	lognorm	(0.21854470679306154, 2.113644862212815, 42.0441896541795)
596	612	lognorm	(0.2097124038133248, -2.11190893002126, 61.20140950943535)
596	613	gamma	(16.512700999670187, 10.29268467496246, 1.349766701636335)
597	51	lognorm	(0.7897618859477492, -0.07316255759445461, 3.5799963885543074)
597	431	lognorm	(0.8417523139369305, 0.020671492058294202, 3.578445595500596)
597	599	lognorm	(0.7917499505196434, 0.005428957568665543, 3.655628710723554)
597	778	lognorm	(0.8458636347845238, 0.00857204117834432, 3.5085777504082105)
598	52	lognorm	(0.8553838239160573, 0.0680225349327934, 3.4693936242988683)
598	599	lognorm	(0.8499475637685143, 0.14365986866518143, 3.3380201902815765)
598	616	lognorm	(0.7517845275312078, -0.017275579196890774, 4.343088791932416)
598	620	lognorm	(0.51943904655593, -0.15774115805824507, 7.502640824671362)
599	53	lognorm	(0.8416954604778439, 0.0823605625713491, 3.414899201231073)
599	432	lognorm	(0.5480982396244068, -0.13107680706468405, 6.945540898381168)
599	597	lognorm	(0.8042639449255506, -0.06070332284306705, 3.6965913341569356)
599	598	lognorm	(0.7637444779694385, 0.12041935172314834, 4.600565656679239)
599	616	lognorm	(0.767395626930247, 0.008827456013272166, 3.997308892624908)
599	617	lognorm	(0.2109877813694187, 2.4773771987353976, 41.49673001049712)
600	54	lognorm	(0.7800079249241051, -0.05926149688376533, 3.504212796636738)
600	395	lognorm	(0.5680895430064508, -0.05462570491979934, 7.037246891814105)
600	601	lognorm	(0.5490063777359568, -0.15700229943990113, 7.090603184028527)
600	602	lognorm	(0.6187570894914742, 0.17098056786293564, 6.012982761518303)
600	605	lognorm	(0.6533867777856184, 0.3000437273599776, 5.636618769952371)
601	55	lognorm	(0.8552921868480077, -0.02657180953934006, 3.609861975093237)
601	394	lognorm	(0.2623063219058317, 1.1986476687362924, 54.399465088317285)
601	600	lognorm	(0.31032694447976694, -1.1570444974425078, 14.94440061452254)
601	603	lognorm	(0.47404976167262775, 0.44519636883713254, 9.215061663989399)
601	716	lognorm	(0.8059635810779131, -0.04862862478321224, 3.8004418171391983)
602	56	lognorm	(0.8245371278584359, 0.004606038616056995, 3.6374483627732292)
602	600	lognorm	(0.48342558579960093, 0.40758602576327574, 9.210912595774458)
602	603	lognorm	(0.7674808122232712, 0.23333433467518194, 4.237875650903444)
602	607	lognorm	(0.34470024391586673, 0.9012047940916856, 13.510651896445403)
602	671	lognorm	(0.24224389911454036, 0.18420619625540474, 20.150632486366383)
